HC,Data de julgamento,Unanimidade,Informacoes,Vencedores,Vencidos,Tipo,Pleito Analisado,NUNES MARQUES,ANDRÉ MENDONÇA,ALEXANDRE DE MORAES,DIAS TOFFOLI,ROBERTO BARROSO,EDSON FACHIN,GILMAR MENDES,CÁRMEN LÚCIA,LUIZ FUX,RICARDO LEWANDOWSKI,ROSA WEBER,MARCO AURÉLIO,CELSO DE MELLO,TEORI ZAVASCKI,JOAQUIM BARBOSA,AYRES BRITTO,CEZAR PELUSO,ELLEN GRACIE,EROS GRAU,MENEZES DIREITO,SEPÚLVEDA PERTENCE
HC 112776,2013-12-19,Não,| Dissidência por Extensão:  |  EXTENSÃO |,6,4,Principal," O TRIBUNAL, POR MAIORIA, CONCEDEU EM PARTE A ORDEM PARA DETERMINAR AO JUÍZO COMPETENTE QUE PROCEDA À NOVA FIXAÇÃO DA PENA IMPOSTA AO PACIENTE (SEM BIS IN IDEM QUANTO À NATUREZA E A QUANTIDADE DA DROGA) E FIXE O REGIME PRISIONAL, À LUZ DO ART. 33 DO CÓDIGO PENAL, NOS TERMOS DO VOTO DO RELATOR, VENCIDOS, PARCIALMENTE, OS MINISTROS LUIZ FUX, ROSA WEBER, DIAS TOFFOLI E MARCO AURÉLIO, QUE CONCEDIAM A ORDEM EM MENOR EXTENSÃO. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. O TRIBUNAL AUTORIZOU OS MINISTROS A DECIDIREM MONOCRATICAMENTE AS QUESTÕES IDÊNTICAS. AUSENTE, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO. FALARAM, PELA DEFENSORIA PÚBLICA DA UNIÃO, O DR. GUSTAVO DE ALMEIDA RIBEIRO, DEFENSOR PÚBLICO, E, PELO MINISTÉRIO PÚBLICO FEDERAL, O DR. RODRIGO JANOT MONTEIRO DE BARROS, PROCURADOR-GERAL DA REPÚBLICA. PLENÁRIO, 19.12.2013.",0,0,0,-1,1,0,1,1,-1,1,-1,-1,0,1,1,0,0,0,0,0,0
HC 109193,2013-12-19,Sim,,10,0,Principal," O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, DENEGOU A ORDEM. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. AUSENTE, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO. FALARAM, PELA DEFENSORIA PÚBLICA DA UNIÃO, O DR. GUSTAVO DE ALMEIDA RIBEIRO, DEFENSOR PÚBLICO, E, PELO MINISTÉRIO PÚBLICO FEDERAL, O DR. RODRIGO JANOT MONTEIRO DE BARROS, PROCURADOR-GERAL DA REPÚBLICA. PLENÁRIO, 19.12.2013.",0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
HC 109021 AgR,2013-12-18,Sim,,7,0,AgR,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL. IMPEDIDO O MINISTRO RICARDO LEWANDOWSKI (VICE-PRESIDENTE). PRESIDIU O JULGAMENTO O MINISTRO CELSO DE MELLO (ART. 37, I, DO RISTF). AUSENTES, OCASIONALMENTE, OS MINISTROS JOAQUIM BARBOSA (PRESIDENTE), MARCO AURÉLIO E GILMAR MENDES. PLENÁRIO, 18.12.2013.",0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
HC 113857,2013-12-05,Não," | ATENÇÃO, Empate identificado | Empate Identificado",5,5,Principal," COLHIDOS OS VOTOS DOS MINISTROS TEORI ZAVASCKI, ROBERTO BARROSO E RICARDO LEWANDOWSKI, QUE DENEGAVAM A ORDEM, ACOMPANHANDO OS VOTOS DOS MINISTROS LUIZ FUX E MARCO AURÉLIO, PROFERIDOS EM ASSENTADA ANTERIOR, E OS VOTOS DOS MINISTROS ROSA WEBER, GILMAR MENDES, CELSO DE MELLO E JOAQUIM BARBOSA (PRESIDENTE), PELA CONCESSÃO DA ORDEM, ACOMPANHANDO O MINISTRO DIAS TOFFOLI (RELATOR), VERIFICADO O EMPATE NA VOTAÇÃO, O TRIBUNAL CONCEDEU A ORDEM, COM BASE NO ART. 146, PARÁGRAFO ÚNICO DO RISTF, SEM PRONUNCIAMENTO QUANTO À RECEPÇÃO OU NÃO DO ART. 88, II, ALÍNEA “A”, DO CÓDIGO PENAL MILITAR, E DO ART. 617, II, ALÍNEA “A”, DO CÓDIGO DE PROCESSO PENAL MILITAR. AUSENTE A MINISTRA CÁRMEN LÚCIA, REPRESENTANDO O SUPREMO TRIBUNAL FEDERAL NA REUNIÃO DO CONSELHO CIENTÍFICO E NA 97ª SESSÃO PLENÁRIA DA COMISSÃO DE VENEZA, NA CIDADE DE VENEZA, ITÁLIA. PLENÁRIO, 5.12.2013.",0,0,0,1,-1,0,1,0,-1,-1,1,-1,1,-1,1,0,0,0,0,0,0
HC 118459 AgR,2013-10-24,Sim,,10,0,AgR,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL. IMPEDIDO O MINISTRO MARCO AURÉLIO. AUSENTES, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO, A MINISTRA CÁRMEN LÚCIA, EM VIAGEM OFICIAL PARA PARTICIPAR DO PROGRAMA DEL VI OBSERVATORIO JUDICIAL ELECTORAL E DO CONGRESSO INTERNACIONAL DE DERECHO ELECTORAL, PROMOVIDOS PELA COMISSÃO DE VENEZA, NA CIDADE DO MÉXICO, O MINISTRO DIAS TOFFOLI E, NESTE JULGAMENTO, O MINISTRO GILMAR MENDES. PRESIDIU O JULGAMENTO O MINISTRO JOAQUIM BARBOSA. PLENÁRIO, 24.10.2013.",0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
HC 118037 AgR,2013-10-24,Não,,9,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO, QUE LHE DAVA PROVIMENTO. IMPEDIDO O MINISTRO LUIZ FUX. AUSENTES, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO, A MINISTRA CÁRMEN LÚCIA, EM VIAGEM OFICIAL PARA PARTICIPAR DO PROGRAMA DEL VI OBSERVATORIO JUDICIAL ELECTORAL E DO CONGRESSO INTERNACIONAL DE DERECHO ELECTORAL, PROMOVIDOS PELA COMISSÃO DE VENEZA, NA CIDADE DO MÉXICO, O MINISTRO DIAS TOFFOLI E, NESTE JULGAMENTO, O MINISTRO GILMAR MENDES. PRESIDIU O JULGAMENTO O MINISTRO JOAQUIM BARBOSA. PLENÁRIO, 24.10.2013.",0,0,0,1,1,0,1,1,0,1,1,-1,1,1,1,0,0,0,0,0,0
HC 115774 AgR,2013-10-24,Sim,,11,0,AgR,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL. AUSENTES, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO, A MINISTRA CÁRMEN LÚCIA, EM VIAGEM OFICIAL PARA PARTICIPAR DO PROGRAMA DEL VI OBSERVATORIO JUDICIAL ELECTORAL E DO CONGRESSO INTERNACIONAL DE DERECHO ELECTORAL, PROMOVIDOS PELA COMISSÃO DE VENEZA, NA CIDADE DO MÉXICO, O MINISTRO DIAS TOFFOLI E, NESTE JULGAMENTO, O MINISTRO RICARDO LEWANDOWSKI. PRESIDIU O JULGAMENTO O MINISTRO JOAQUIM BARBOSA. PLENÁRIO, 24.10.2013.",0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
HC 115468 AgR-AgR,2013-10-24,Não,,7,1,AgR,"O TRIBUNAL, NOS TERMOS DO VOTO DO RELATOR, MINISTRO JOAQUIM BARBOSA (PRESIDENTE), NÃO CONHECEU DO AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO QUANTO AO CABIMENTO. AUSENTES, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO, A MINISTRA CÁRMEN LÚCIA, EM VIAGEM OFICIAL PARA PARTICIPAR DO PROGRAMA DEL VI OBSERVATORIO JUDICIAL ELECTORAL E DO CONGRESSO INTERNACIONAL DE DERECHO ELECTORAL, PROMOVIDOS PELA COMISSÃO DE VENEZA, NA CIDADE DO MÉXICO, E O MINISTRO DIAS TOFFOLI. PLENÁRIO, 24.10.2013.",0,0,0,0,1,0,1,0,1,1,1,-1,0,1,1,0,0,0,0,0,0
HC 105674,2013-10-17,Sim,,8,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, DENEGOU A ORDEM. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CELSO DE MELLO, CÁRMEN LÚCIA E LUIZ FUX. PLENÁRIO, 17.10.2013.",0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0
HC 119056 QO,2013-10-03,Sim,,10,0,QO,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DA RELATORA, RESOLVEU A QUESTÃO DE ORDEM NO SENTIDO DA INCOMPETÊNCIA DO SUPREMO TRIBUNAL FEDERAL PARA PROCESSAR E JULGAR O HABEAS CORPUS E DETERMINOU A REMESSA DOS AUTOS A UMA DAS VARAS FEDERAIS DA SEÇÃO JUDICIÁRIA DO DISTRITO FEDERAL. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. AUSENTE, JUSTIFICADAMENTE, O MINISTRO DIAS TOFFOLI, PARTICIPANTE DA “V CONFERÊNCIA IBEROAMERICANA SOBRE JUSTICIA ELECTORAL”, EM SANTO DOMINGO, REPÚBLICA DOMINICANA. PLENÁRIO, 03.10.2013.",0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
HC 116659,2013-09-19,Sim,,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PREJUDICADO O PEDIDO. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CELSO DE MELLO E GILMAR MENDES. PLENÁRIO, 19.09.2013.",0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
HC 112982,2013-09-19,Sim,,8,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PREJUDICADO O PEDIDO. IMPEDIDA A MINISTRA CÁRMEN LÚCIA. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CELSO DE MELLO E GILMAR MENDES. PLENÁRIO, 19.09.2013.",0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
HC 94869,2013-06-26,Sim,,10,0,Principal," O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, DECLAROU EXTINTA A PUNIBILIDADE DO PACIENTE PELA PRESCRIÇÃO DA PRETENSÃO PUNITIVA. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. AUSENTE, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO. PLENÁRIO, 26.06.2013.",0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
HC 114127,2013-06-06,Sim,,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PREJUDICADO O PEDIDO DE HABEAS CORPUS. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS DIAS TOFFOLI, LUIZ FUX E, NESTE JULGAMENTO, O MINISTRO RICARDO LEWANDOWSKI. PRESIDIU O JULGAMENTO O MINISTRO JOAQUIM BARBOSA. PLENÁRIO, 06.06.2013.",0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
HC 113204 AgR-ED,2013-05-16,Sim,,10,0,AgR,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, REJEITOU OS EMBARGOS DE DECLARAÇÃO. AUSENTES, NESTE JULGAMENTO, OS MINISTROS JOAQUIM BARBOSA (PRESIDENTE), CELSO DE MELLO E GILMAR MENDES. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI (VICE-PRESIDENTE). PLENÁRIO, 16.05.2013.",0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
HC 104098,2013-05-16,Sim,,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PREJUDICADO O PEDIDO. AUSENTES, NESTE JULGAMENTO, OS MINISTROS JOAQUIM BARBOSA (PRESIDENTE), CELSO DE MELLO E GILMAR MENDES. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI (VICE-PRESIDENTE). PLENÁRIO, 16.05.2013.",0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
HC 97009,2013-04-25,Não,Conferir voto do Relator: MARCO AURÉLIO,7,2,Principal,"O TRIBUNAL, POR MAIORIA, NÃO CONHECEU DA AÇÃO DE HABEAS CORPUS, VENCIDOS OS MINISTROS MARCO AURÉLIO (RELATOR) E DIAS TOFFOLI. VOTOU O PRESIDENTE. REDIGIRÁ O ACÓRDÃO O MINISTRO TEORI ZAVASCKI. IMPEDIDO O MINISTRO RICARDO LEWANDOWSKI. DECLAROU SUSPEIÇÃO A MINISTRA CÁRMEN LÚCIA. AUSENTES O MINISTRO JOAQUIM BARBOSA (PRESIDENTE), POR PARTICIPAÇÃO NO EVENTO TIME 100 GALA, ORGANIZADO PELA TIME MAGAZINE, E EM SEMINÁRIO PROMOVIDO PELA UNIVERSIDADE DE PRINCETON, AMBOS NOS ESTADOS UNIDOS, E, NESTE JULGAMENTO, OS MINISTROS RICARDO LEWANDOWSKI E CÁRMEN LÚCIA. PRESIDIU O JULGAMENTO O MINISTRO CELSO DE MELLO (ART. 37, I, DO RISTF). PLENÁRIO, 25.04.2013.",0,0,0,-1,0,0,1,1,1,0,1,-1,1,1,1,0,0,0,0,0,0
HC 93815,2013-04-04,Sim,Múltiplas decisões |,8,0,Principal," O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, INDEFERIU A ORDEM. AUTORIZADOS OS MINISTROS A DECIDIREM MONOCRATICAMENTE CASOS IDÊNTICOS, VENCIDO, NO PONTO, O MINISTRO MARCO AURÉLIO. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CELSO DE MELLO E TEORI ZAVASCKI. PLENÁRIO, 04.04.2013.",0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
HC 92932,2013-03-07,Não," | ATENÇÃO, votação com sucessão de ministros",9,1,Principal," O TRIBUNAL, POR MAIORIA, DENEGOU A ORDEM, NOS TERMOS DO VOTO DO RELATOR, VENCIDO O MINISTRO MARCO AURÉLIO, QUE A CONCEDIA DE OFÍCIO. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. NÃO PARTICIPARAM DA VOTAÇÃO OS MINISTROS LUIZ FUX E DIAS TOFFOLI POR SUCEDEREM, RESPECTIVAMENTE, AOS MINISTROS EROS GRAU E MENEZES DIREITO, AMBOS COM VOTOS EM ASSENTADA ANTERIOR. AUSENTES O SENHOR MINISTRO GILMAR MENDES, EM VIAGEM OFICIAL PARA PARTICIPAR DA 94ª SESSÃO PLENÁRIA DA COMISSÃO EUROPÉIA PARA A DEMOCRACIA PELO DIREITO, EM VENEZA, ITÁLIA, E, NESTE JULGAMENTO, O MINISTRO CELSO DE MELLO. PLENÁRIO, 07.03.2013.",0,0,0,0,0,0,1,1,0,1,1,-1,1,1,1,0,0,0,1,1,0
HC 100172,2013-02-21,Não,,8,1,Principal,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, CONHECEU EM PARTE DO HABEAS CORPUS E NA PARTE CONHECIDA DENEGOU A ORDEM, VENCIDO O MINISTRO MARCO AURÉLIO. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. IMPEDIDO O MINISTRO LUIZ FUX. FALARAM, PELO PACIENTE, O DR. LUIZ GUILHERME MOREIRA PORTO E, PELO MINISTÉRIO PÚBLICO FEDERAL, O DR. ROBERTO MONTEIRO GURGEL SANTOS, PROCURADOR-GERAL DA REPÚBLICA. PLENÁRIO, 21.02.2013.",0,0,0,1,0,0,1,1,0,1,1,-1,1,1,1,0,0,0,0,0,0
HC 101985,2013-02-07,Sim,,9,0,Principal," O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PREJUDICADA A IMPETRAÇÃO. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. AUSENTE, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO. FALOU PELO PACIENTE A DRA. FERNANDA MENDONÇA FIGUEIREDO. PLENÁRIO, 07.02.2013.",0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
HC 99945 AgR,2013-02-07,Não,| Múltiplas decisões: MAIORIA,8,1,AgR," O TRIBUNAL, POR MAIORIA, REJEITOU A PRELIMINAR DE PREJUDICIALIDADE, VENCIDOS OS MINISTROS TEORI ZAVASCKI, ROSA WEBER, LUIZ FUX E CÁRMEN LÚCIA. NO MÉRITO, POR MAIORIA, O TRIBUNAL NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO (RELATOR). PREJUDICADO O AGRAVO INTERPOSTO POR DAVID GEORGE GOLDMAN. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. REDIGIRÁ O ACÓRDÃO O MINISTRO GILMAR MENDES. AUSENTE, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO. PLENÁRIO, 07.02.2013.",0,0,0,1,0,0,1,1,1,1,1,-1,0,1,1,0,0,0,0,0,0
HC 103604,2013-02-07,Sim,,8,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, DECLAROU PREJUDICADA A IMPETRAÇÃO. VOTOU O PRESIDENTE, O MINISTRO JOAQUIM BARBOSA. IMPEDIDO O MINISTRO DIAS TOFFOLI. AUSENTE, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO. PLENÁRIO, 07.02.2013.",0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
HC 102745 AgR,2013-02-06,Sim,,10,0,AgR,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL. AUSENTES, NESTE JULGAMENTO, OS MINISTROS MARCO AURÉLIO E RICARDO LEWANDOWSKI. PRESIDIU O JULGAMENTO O MINISTRO JOAQUIM BARBOSA. PLENÁRIO, 06.02.2013.",0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
HC 111840,2012-06-27,Não,,8,3,Principal," O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, DEFERIU A ORDEM E DECLAROU INCIDENTER TANTUM A INCONSTITUCIONALIDADE DO § 1º DO ARTIGO 2º DA LEI Nº 8.072/90 COM A REDAÇÃO DADA PELA LEI Nº 11.464/2007, VENCIDOS OS SENHORES MINISTROS LUIZ FUX, MARCO AURÉLIO E JOAQUIM BARBOSA, QUE A INDEFERIAM. VOTOU O PRESIDENTE, MINISTRO AYRES BRITTO. PLENÁRIO, 27.06.2012.",0,0,0,1,0,0,1,1,-1,1,1,-1,1,0,-1,1,1,0,0,0,0
HC 101284,2012-06-14,Sim,,8,0,Principal," O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PREJUDICADA A ORDEM. AUSENTES OS SENHORES MINISTROS AYRES BRITTO (PRESIDENTE) E GILMAR MENDES, EM VIAGEM OFICIAL PARA PARTICIPAREM DA 91ª REUNIÃO PLENÁRIA DA COMISSÃO EUROPEIA PARA A DEMOCRACIA PELO DIREITO, EM VENEZA, ITÁLIA, E, JUSTIFICADAMENTE, O SENHOR MINISTRO CELSO DE MELLO. FALARAM, PELOS PACIENTES, O DR. HAMAN TABOSA DE MORAES E CÓRDOVA, DEFENSOR PÚBLICO-GERAL FEDERAL, E, PELO MINISTÉRIO PÚBLICO FEDERAL, A DRA. DEBORAH MACEDO DUPRAT DE BRITTO PEREIRA, VICE-PROCURADORA-GERAL DA REPÚBLICA. PRESIDIU O JULGAMENTO O SENHOR MINISTRO JOAQUIM BARBOSA (VICE-PRESIDENTE). PLENÁRIO, 14.06.2012.",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
HC 108261 EI-AgR,2012-03-15,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, CONTRA O VOTO DO SENHOR MINISTRO MARCO AURÉLIO. VOTOU O PRESIDENTE, MINISTRO CEZAR PELUSO. AUSENTES, JUSTIFICADAMENTE, OS SENHORES MINISTROS CELSO DE MELLO E GILMAR MENDES E, NESTE JULGAMENTO, O SENHOR MINISTRO JOAQUIM BARBOSA. PLENÁRIO, 15.03.2012.",0,0,0,1,0,0,1,1,1,1,1,-1,1,0,1,1,1,0,0,0,0
HC 107325,2012-03-01,Não,Conferir voto do Relator: MARCO AURÉLIOConferir voto do Relator: MARCO AURÉLIO,8,3,Principal,"O TRIBUNAL, POR MAIORIA, NÃO CONHECEU DO HABEAS CORPUS, CONTRA OS VOTOS DOS SENHORES MINISTROS MARCO AURÉLIO (RELATOR), DIAS TOFFOLI E GILMAR MENDES. VOTOU O PRESIDENTE, MINISTRO CEZAR PELUSO. REDIGIRÁ O ACÓRDÃO A SENHORA MINISTRA CÁRMEN LÚCIA. AUSENTES, JUSTIFICADAMENTE, O SENHOR MINISTRO CELSO DE MELLO E, NESTE JULGAMENTO, O SENHOR MINISTRO JOAQUIM BARBOSA. FALARAM, PELO PACIENTE, O DR. LUÍS CARLOS ALCOOFORADO E, PELO MINISTÉRIO PÚBLICO FEDERAL, A VICE-PROCURADORA-GERAL DA REPÚBLICA, DRA. DEBORAH MACEDO DUPRAT DE BRITTO PEREIRA. PLENÁRIO, 01.03.2012.",0,0,0,-1,0,0,-1,1,1,1,1,-1,1,0,1,1,1,0,0,0,0
HC 89965 AgR,2011-12-07,Não,,8,2,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, MINISTRO CEZAR PELUSO (PRESIDENTE), NÃO CONHECEU DO AGRAVO REGIMENTAL, CONTRA O VOTO DO SENHOR MINISTRO MARCO AURÉLIO. PLENÁRIO, 07.12.2011.",0,0,0,1,0,0,1,1,1,1,0,-1,1,0,1,1,-1,0,0,0,0
HC 96238 AgR,2011-10-06,Sim,,10,0,AgR,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO RECURSO DE AGRAVO. AUSENTES, NESTE JULGAMENTO, O SENHOR MINISTRO CELSO DE MELLO E, JUSTIFICADAMENTE, OS SENHORES MINISTROS GILMAR MENDES E JOAQUIM BARBOSA. PRESIDIU O JULGAMENTO O SENHOR MINISTRO CEZAR PELUSO. PLENÁRIO, 06.10.2011.",0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0
HC 99743,2011-10-06,Sim,,8,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, DENEGOU A ORDEM, HAVENDO O SENHOR MINISTRO MARCO AURÉLIO (RELATOR) RECONHECIDO A PLENA CONSTITUCIONALIDADE DA LEI. VOTOU O PRESIDENTE, MINISTRO CEZAR PELUSO. REDIGIRÁ O ACÓRDÃO O SENHOR MINISTRO LUIZ FUX. AUSENTES, JUSTIFICADAMENTE, OS SENHORES MINISTROS GILMAR MENDES E JOAQUIM BARBOSA. PLENÁRIO, 06.10.2011.",0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0
HC 109604 AgR,2011-09-22,Não,,8,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO RECURSO DE AGRAVO, CONTRA O VOTO DO SENHOR MINISTRO MARCO AURÉLIO. AUSENTE, JUSTIFICADAMENTE, O SENHOR MINISTRO JOAQUIM BARBOSA. PRESIDIU O JULGAMENTO O SENHOR MINISTRO CEZAR PELUSO. PLENÁRIO, 22.09.2011.",0,0,0,1,0,0,1,1,1,1,0,-1,1,0,0,1,1,0,0,0,0
HC 109133 AgR,2011-09-15,Não,,6,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO RECURSO DE AGRAVO, CONTRA O VOTO DO SENHOR MINISTRO MARCO AURÉLIO. AUSENTES, JUSTIFICADAMENTE, OS SENHORES MINISTROS CELSO DE MELLO, GILMAR MENDES E JOAQUIM BARBOSA. PRESIDIU O JULGAMENTO O SENHOR MINISTRO CEZAR PELUSO. PLENÁRIO, 15.09.2011.",0,0,0,1,0,0,0,1,1,1,0,-1,0,0,0,1,1,0,0,0,0
HC 105000 ED,2011-05-12,Não,,6,1,ED,"O TRIBUNAL, POR MAIORIA, VENCIDO O SENHOR MINISTRO MARCO AURÉLIO, CONVERTEU O PEDIDO EM AGRAVO REGIMENTAL E A ESTE NEGOU PROVIMENTO, NOS TERMOS DO VOTO DO RELATOR. AUSENTES, EM PARTICIPAÇÃO NO “2011 US-BRAZIL JUDICIAL DIALOGUE”, EM WASHINGTON, NOS ESTADOS UNIDOS DA AMÉRICA, OS SENHORES MINISTROS CEZAR PELUSO (PRESIDENTE), ELLEN GRACIE, GILMAR MENDES E RICARDO LEWANDOWSKI. PRESIDIU O JULGAMENTO O SENHOR MINISTRO AYRES BRITTO (VICE-PRESIDENTE). PLENÁRIO, 12.05.2011.",0,0,0,1,0,0,0,1,1,0,0,-1,1,0,1,1,0,0,0,0,0
HC 96954 AgR,2011-05-12,Não,,5,1,AgR," O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO RECURSO DE AGRAVO, VENCIDO O SENHOR MINISTRO MARCO AURÉLIO. IMPEDIDO O SENHOR MINISTRO JOAQUIM BARBOSA. AUSENTES, EM PARTICIPAÇÃO NO “2011 US-BRAZIL JUDICIAL DIALOGUE”, EM WASHINGTON, NOS ESTADOS UNIDOS DA AMÉRICA, OS SENHORES MINISTROS CEZAR PELUSO (PRESIDENTE), ELLEN GRACIE, GILMAR MENDES E RICARDO LEWANDOWSKI. PRESIDIU O JULGAMENTO O SENHOR MINISTRO AYRES BRITTO (VICE-PRESIDENTE). PLENÁRIO, 12.05.2011.",0,0,0,1,0,0,0,1,1,0,0,-1,1,0,0,1,0,0,0,0,0
